timestamp,device,account,voltage,motion
2019-08-01T15:14:36.973000+02:00,F46F6,dummy_user_1,2.8,255
2019-08-01T16:14:49.675000+02:00,F46F6,dummy_user_1,2.8,96
2019-08-01T17:15:02.614000+02:00,F46F6,dummy_user_1,2.8,112
2019-08-01T17:49:12.312000+02:00,F46F6,dummy_user_1,2.8,151
2019-08-01T18:49:25.642000+02:00,F46F6,dummy_user_1,2.8,191
2019-08-01T19:49:37.934000+02:00,F46F6,dummy_user_1,2.8,181
2019-08-01T20:49:50.170000+02:00,F46F6,dummy_user_1,2.8,163
2019-08-01T21:50:02.367000+02:00,F46F6,dummy_user_1,2.8,98
2019-08-01T22:50:14.747000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-01T23:50:28.582000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-02T00:50:41.054000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-02T01:50:53.697000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-02T02:51:06.272000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-02T03:51:18.449000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-02T04:51:32.103000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-02T05:51:44.472000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-02T06:51:56.397000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-02T07:52:09.313000+02:00,F46F6,dummy_user_1,2.8,4
2019-08-02T08:52:22.654000+02:00,F46F6,dummy_user_1,2.8,2
2019-08-02T09:52:34.819000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-02T10:52:48.015000+02:00,F46F6,dummy_user_1,2.8,2
2019-08-02T11:53:00.174000+02:00,F46F6,dummy_user_1,2.8,45
2019-08-02T12:53:13.596000+02:00,F46F6,dummy_user_1,2.8,7
2019-08-02T13:53:26.384000+02:00,F46F6,dummy_user_1,2.8,31
2019-08-02T14:53:39.095000+02:00,F46F6,dummy_user_1,2.8,205
2019-08-02T15:53:52.149000+02:00,F46F6,dummy_user_1,2.8,156
2019-08-02T16:54:05.165000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-02T17:54:17.945000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-02T18:54:29.219000+02:00,F46F6,dummy_user_1,2.8,36
2019-08-02T19:54:42.899000+02:00,F46F6,dummy_user_1,2.8,78
2019-08-02T20:54:54.499000+02:00,F46F6,dummy_user_1,2.8,122
2019-08-02T21:55:08.084000+02:00,F46F6,dummy_user_1,2.8,222
2019-08-02T22:55:23.151000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-02T23:55:32.817000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-03T00:55:45.573000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-03T01:55:58.201000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-03T02:56:10.784000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-03T03:56:23.446000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-03T04:56:35.916000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-03T05:56:48.727000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-03T06:57:01.866000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-03T07:57:13.624000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-03T08:57:26.169000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-03T09:57:39.269000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-03T10:57:52.034000+02:00,F46F6,dummy_user_1,2.8,2
2019-08-03T11:58:05.185000+02:00,F46F6,dummy_user_1,2.8,90
2019-08-03T12:58:17.612000+02:00,F46F6,dummy_user_1,2.8,18
2019-08-03T13:58:29.688000+02:00,F46F6,dummy_user_1,2.8,20
2019-08-03T14:58:43.006000+02:00,F46F6,dummy_user_1,2.8,196
2019-08-03T15:58:55.454000+02:00,F46F6,dummy_user_1,2.8,255
2019-08-03T16:59:07.805000+02:00,F46F6,dummy_user_1,2.8,99
2019-08-03T17:59:20.157000+02:00,F46F6,dummy_user_1,2.8,53
2019-08-03T18:59:32.096000+02:00,F46F6,dummy_user_1,2.8,142
2019-08-03T19:59:44.631000+02:00,F46F6,dummy_user_1,2.8,129
2019-08-03T20:59:57.834000+02:00,F46F6,dummy_user_1,2.8,88
2019-08-03T22:00:10.938000+02:00,F46F6,dummy_user_1,2.8,255
2019-08-03T23:00:23.428000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-04T00:00:36.114000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-04T01:00:50.209000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-04T02:01:00.861000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-04T03:01:13.279000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-04T04:01:26.432000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-04T05:01:38.905000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-04T06:01:51.171000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-04T07:02:04.791000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-04T08:02:17.056000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-04T09:02:29.071000+02:00,F46F6,dummy_user_1,2.8,11
2019-08-04T10:02:41.637000+02:00,F46F6,dummy_user_1,2.8,77
2019-08-04T11:02:53.779000+02:00,F46F6,dummy_user_1,2.8,255
2019-08-04T12:03:06.731000+02:00,F46F6,dummy_user_1,2.8,148
2019-08-04T13:03:19.339000+02:00,F46F6,dummy_user_1,2.8,34
2019-08-04T14:03:31.962000+02:00,F46F6,dummy_user_1,2.8,68
2019-08-04T15:03:45.394000+02:00,F46F6,dummy_user_1,2.8,82
2019-08-04T16:03:57.834000+02:00,F46F6,dummy_user_1,2.8,255
2019-08-04T17:04:10.113000+02:00,F46F6,dummy_user_1,2.8,85
2019-08-04T18:04:23.760000+02:00,F46F6,dummy_user_1,2.8,99
2019-08-04T19:04:35.713000+02:00,F46F6,dummy_user_1,2.8,96
2019-08-04T20:04:48.469000+02:00,F46F6,dummy_user_1,2.8,98
2019-08-04T21:05:01.814000+02:00,F46F6,dummy_user_1,2.8,50
2019-08-04T22:05:14.037000+02:00,F46F6,dummy_user_1,2.8,72
2019-08-04T23:05:26.584000+02:00,F46F6,dummy_user_1,2.8,7
2019-08-05T00:05:39.514000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-05T01:05:51.410000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-05T02:06:05.086000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-05T03:06:16.626000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-05T04:06:29.169000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-05T05:06:42.726000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-05T06:06:54.968000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-05T07:07:06.772000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-05T08:07:20.165000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-05T09:07:32.490000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-05T10:07:44.634000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-05T11:07:57.627000+02:00,F46F6,dummy_user_1,2.8,5
2019-08-05T12:08:10.790000+02:00,F46F6,dummy_user_1,2.8,102
2019-08-05T13:08:23.799000+02:00,F46F6,dummy_user_1,2.8,34
2019-08-05T14:08:36.702000+02:00,F46F6,dummy_user_1,2.8,63
2019-08-05T15:08:49.106000+02:00,F46F6,dummy_user_1,2.8,205
2019-08-05T16:09:01.565000+02:00,F46F6,dummy_user_1,2.8,34
2019-08-05T17:09:14.233000+02:00,F46F6,dummy_user_1,2.8,2
2019-08-05T18:09:27.478000+02:00,F46F6,dummy_user_1,2.8,12
2019-08-05T19:09:40.573000+02:00,F46F6,dummy_user_1,2.8,4
2019-08-05T20:09:53.149000+02:00,F46F6,dummy_user_1,2.8,130
2019-08-05T21:10:06.076000+02:00,F46F6,dummy_user_1,2.8,88
2019-08-05T22:10:18.789000+02:00,F46F6,dummy_user_1,2.8,119
2019-08-05T23:10:31.014000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-06T00:10:44.377000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-06T01:10:56.817000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-06T02:11:09.178000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-06T03:11:22.495000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-06T04:11:34.229000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-06T05:11:46.422000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-06T06:11:59.838000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-06T07:12:12.063000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-06T08:12:24.649000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-06T09:12:38.031000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-06T10:12:50.391000+02:00,F46F6,dummy_user_1,2.8,2
2019-08-06T11:13:02.936000+02:00,F46F6,dummy_user_1,2.8,52
2019-08-06T12:13:15.783000+02:00,F46F6,dummy_user_1,2.8,45
2019-08-06T13:13:29.120000+02:00,F46F6,dummy_user_1,2.8,53
2019-08-06T14:13:41.642000+02:00,F46F6,dummy_user_1,2.8,168
2019-08-06T15:13:55.358000+02:00,F46F6,dummy_user_1,2.8,199
2019-08-06T16:14:07.408000+02:00,F46F6,dummy_user_1,2.8,61
2019-08-06T17:14:19.952000+02:00,F46F6,dummy_user_1,2.8,9
2019-08-06T18:14:33.386000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-06T19:14:45.934000+02:00,F46F6,dummy_user_1,2.8,34
2019-08-06T20:14:58.082000+02:00,F46F6,dummy_user_1,2.8,30
2019-08-06T21:15:10.521000+02:00,F46F6,dummy_user_1,2.8,94
2019-08-06T22:15:23.446000+02:00,F46F6,dummy_user_1,2.8,201
2019-08-06T23:15:36.541000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-07T00:15:48.850000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-07T01:16:01.116000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-07T02:16:14.324000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-07T03:16:26.548000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-07T04:16:40.280000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-07T05:16:53.035000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-07T06:17:05.229000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-07T07:17:18.773000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-07T08:17:31.087000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-07T09:17:43.200000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-07T10:17:56.620000+02:00,F46F6,dummy_user_1,2.8,2
2019-08-07T11:18:09.825000+02:00,F46F6,dummy_user_1,2.8,63
2019-08-07T12:18:21.703000+02:00,F46F6,dummy_user_1,2.8,32
2019-08-07T13:18:34.504000+02:00,F46F6,dummy_user_1,2.8,12
2019-08-07T14:18:47.199000+02:00,F46F6,dummy_user_1,2.8,94
2019-08-07T15:19:00.330000+02:00,F46F6,dummy_user_1,2.8,237
2019-08-07T16:19:12.697000+02:00,F46F6,dummy_user_1,2.8,28
2019-08-07T17:19:24.921000+02:00,F46F6,dummy_user_1,2.8,29
2019-08-07T18:19:38.496000+02:00,F46F6,dummy_user_1,2.8,15
2019-08-07T19:19:51.063000+02:00,F46F6,dummy_user_1,2.8,59
2019-08-07T20:20:03.905000+02:00,F46F6,dummy_user_1,2.8,82
2019-08-07T21:20:16.611000+02:00,F46F6,dummy_user_1,2.8,191
2019-08-07T22:20:29.217000+02:00,F46F6,dummy_user_1,2.8,37
2019-08-07T23:20:41.459000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-08T00:20:55.073000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-08T01:21:07.187000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-08T02:21:19.587000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-08T03:21:32.644000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-08T04:21:47.267000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-08T05:22:02.623000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-08T06:22:10.710000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-08T07:22:23.207000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-08T08:22:35.567000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-08T09:22:48.127000+02:00,F46F6,dummy_user_1,2.8,2
2019-08-08T10:23:01.647000+02:00,F46F6,dummy_user_1,2.8,9
2019-08-08T11:23:14.322000+02:00,F46F6,dummy_user_1,2.8,81
2019-08-08T12:23:27.327000+02:00,F46F6,dummy_user_1,2.8,54
2019-08-08T13:23:40.420000+02:00,F46F6,dummy_user_1,2.8,76
2019-08-08T14:23:53.364000+02:00,F46F6,dummy_user_1,2.8,149
2019-08-08T15:24:06.070000+02:00,F46F6,dummy_user_1,2.8,173
2019-08-08T16:24:19.037000+02:00,F46F6,dummy_user_1,2.8,80
2019-08-08T17:24:30.949000+02:00,F46F6,dummy_user_1,2.8,183
2019-08-08T18:24:43.138000+02:00,F46F6,dummy_user_1,2.8,162
2019-08-08T19:24:55.463000+02:00,F46F6,dummy_user_1,2.8,148
2019-08-08T20:25:08.268000+02:00,F46F6,dummy_user_1,2.8,137
2019-08-08T21:25:20.168000+02:00,F46F6,dummy_user_1,2.8,146
2019-08-08T22:25:32.648000+02:00,F46F6,dummy_user_1,2.8,7
2019-08-08T23:25:46.482000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-09T00:25:58.454000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-09T01:26:11.672000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-09T02:26:24.726000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-09T03:26:37.209000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-09T04:26:50.593000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-09T05:27:03.627000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-09T06:27:16.410000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-09T07:27:29.813000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-09T08:27:42.410000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-09T09:27:55.353000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-09T10:28:08.488000+02:00,F46F6,dummy_user_1,2.8,2
2019-08-09T11:28:21.092000+02:00,F46F6,dummy_user_1,2.8,37
2019-08-09T12:28:34.004000+02:00,F46F6,dummy_user_1,2.8,24
2019-08-09T13:28:46.748000+02:00,F46F6,dummy_user_1,2.8,18
2019-08-09T14:29:00.204000+02:00,F46F6,dummy_user_1,2.8,139
2019-08-09T15:29:13.139000+02:00,F46F6,dummy_user_1,2.8,49
2019-08-09T16:29:26.071000+02:00,F46F6,dummy_user_1,2.8,4
2019-08-09T17:29:39.092000+02:00,F46F6,dummy_user_1,2.8,19
2019-08-09T18:29:51.392000+02:00,F46F6,dummy_user_1,2.8,52
2019-08-09T19:30:04.731000+02:00,F46F6,dummy_user_1,2.8,93
2019-08-09T20:30:18.432000+02:00,F46F6,dummy_user_1,2.8,128
2019-08-09T21:30:30.405000+02:00,F46F6,dummy_user_1,2.8,111
2019-08-09T22:30:43.699000+02:00,F46F6,dummy_user_1,2.8,27
2019-08-09T23:30:56.959000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-10T00:31:08.997000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-10T01:31:22.578000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-10T02:31:35.442000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-10T03:31:47.704000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-10T04:32:00.465000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-10T05:32:13.394000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-10T06:32:25.523000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-10T07:32:37.871000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-10T08:32:51.122000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-10T09:33:03.645000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-10T10:33:15.519000+02:00,F46F6,dummy_user_1,2.8,2
2019-08-10T11:33:28.645000+02:00,F46F6,dummy_user_1,2.8,25
2019-08-10T12:33:41.919000+02:00,F46F6,dummy_user_1,2.8,7
2019-08-10T13:33:54.480000+02:00,F46F6,dummy_user_1,2.8,38
2019-08-10T14:34:07.977000+02:00,F46F6,dummy_user_1,2.8,121
2019-08-10T15:34:21.618000+02:00,F46F6,dummy_user_1,2.8,71
2019-08-10T16:34:32.932000+02:00,F46F6,dummy_user_1,2.8,135
2019-08-10T17:34:45.368000+02:00,F46F6,dummy_user_1,2.8,101
2019-08-10T18:34:57.201000+02:00,F46F6,dummy_user_1,2.8,71
2019-08-10T19:35:10.221000+02:00,F46F6,dummy_user_1,2.8,134
2019-08-10T20:35:23.678000+02:00,F46F6,dummy_user_1,2.8,111
2019-08-10T21:35:36.665000+02:00,F46F6,dummy_user_1,2.8,211
2019-08-10T22:35:48.848000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-10T23:36:01.261000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-11T00:36:14.346000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-11T01:36:26.481000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-11T02:36:38.987000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-11T03:36:52.339000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-11T04:37:04.609000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-11T05:37:16.717000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-11T06:37:30.161000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-11T07:37:42.724000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-11T08:37:54.654000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-11T09:38:07.683000+02:00,F46F6,dummy_user_1,2.8,52
2019-08-11T10:38:21.358000+02:00,F46F6,dummy_user_1,2.8,186
2019-08-11T11:38:33.973000+02:00,F46F6,dummy_user_1,2.8,190
2019-08-11T12:38:46.048000+02:00,F46F6,dummy_user_1,2.8,28
2019-08-11T13:38:58.155000+02:00,F46F6,dummy_user_1,2.8,59
2019-08-11T14:39:11.051000+02:00,F46F6,dummy_user_1,2.8,95
2019-08-11T15:39:22.799000+02:00,F46F6,dummy_user_1,2.8,161
2019-08-11T16:39:35.432000+02:00,F46F6,dummy_user_1,2.8,194
2019-08-11T17:39:48.372000+02:00,F46F6,dummy_user_1,2.8,54
2019-08-11T18:40:01.837000+02:00,F46F6,dummy_user_1,2.8,127
2019-08-11T19:40:14.211000+02:00,F46F6,dummy_user_1,2.8,129
2019-08-11T20:40:27.347000+02:00,F46F6,dummy_user_1,2.8,116
2019-08-11T21:40:40.673000+02:00,F46F6,dummy_user_1,2.8,113
2019-08-11T22:40:52.683000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-11T23:41:05.211000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-12T00:41:17.991000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-12T01:41:30.843000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-12T02:41:43.033000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-12T03:41:56.026000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-12T04:42:08.368000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-12T05:42:20.551000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-12T06:42:33.940000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-12T07:42:46.477000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-12T08:42:58.415000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-12T09:43:10.967000+02:00,F46F6,dummy_user_1,2.8,6
2019-08-12T10:43:24.450000+02:00,F46F6,dummy_user_1,2.8,2
2019-08-12T11:43:36.149000+02:00,F46F6,dummy_user_1,2.8,38
2019-08-12T12:43:48.051000+02:00,F46F6,dummy_user_1,2.8,15
2019-08-12T13:44:00.408000+02:00,F46F6,dummy_user_1,2.8,43
2019-08-12T14:44:12.356000+02:00,F46F6,dummy_user_1,2.8,138
2019-08-12T15:44:24.682000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-12T16:44:36.683000+02:00,F46F6,dummy_user_1,2.8,26
2019-08-12T17:44:49.870000+02:00,F46F6,dummy_user_1,2.8,43
2019-08-12T18:45:02.900000+02:00,F46F6,dummy_user_1,2.8,52
2019-08-12T19:45:15.380000+02:00,F46F6,dummy_user_1,2.8,104
2019-08-12T20:45:28.642000+02:00,F46F6,dummy_user_1,2.8,122
2019-08-12T21:45:41.503000+02:00,F46F6,dummy_user_1,2.8,146
2019-08-12T22:45:53.952000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-12T23:46:06.320000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-13T00:46:18.812000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-13T01:46:31.870000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-13T02:46:43.341000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-13T03:46:57.631000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-13T04:47:10.332000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-13T05:47:22.354000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-13T06:47:35.522000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-13T07:47:48.877000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-13T08:48:01.297000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-13T09:48:14.557000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-13T10:48:27.456000+02:00,F46F6,dummy_user_1,2.8,2
2019-08-13T11:48:38.989000+02:00,F46F6,dummy_user_1,2.8,95
2019-08-13T12:48:52.007000+02:00,F46F6,dummy_user_1,2.8,36
2019-08-13T13:49:03.855000+02:00,F46F6,dummy_user_1,2.8,107
2019-08-13T14:49:16.416000+02:00,F46F6,dummy_user_1,2.8,93
2019-08-13T15:49:28.989000+02:00,F46F6,dummy_user_1,2.8,51
2019-08-13T16:49:41.095000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-13T17:49:54.204000+02:00,F46F6,dummy_user_1,2.8,8
2019-08-13T18:50:07.071000+02:00,F46F6,dummy_user_1,2.8,60
2019-08-13T19:50:20.363000+02:00,F46F6,dummy_user_1,2.8,88
2019-08-13T20:50:33.280000+02:00,F46F6,dummy_user_1,2.8,92
2019-08-13T21:50:46.371000+02:00,F46F6,dummy_user_1,2.8,160
2019-08-13T22:50:58.337000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-13T23:51:10.786000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-14T00:51:23.917000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-14T01:51:36.168000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-14T02:51:48.501000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-14T03:52:01.773000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-14T04:52:14.232000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-14T05:52:26.665000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-14T06:52:40.062000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-14T07:52:52.181000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-14T08:53:05.289000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-14T09:53:17.718000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-14T10:53:30.259000+02:00,F46F6,dummy_user_1,2.8,17
2019-08-14T11:53:43.067000+02:00,F46F6,dummy_user_1,2.8,56
2019-08-14T12:53:54.984000+02:00,F46F6,dummy_user_1,2.8,32
2019-08-14T13:54:06.975000+02:00,F46F6,dummy_user_1,2.8,154
2019-08-14T14:54:19.766000+02:00,F46F6,dummy_user_1,2.8,153
2019-08-14T15:54:33.118000+02:00,F46F6,dummy_user_1,2.8,80
2019-08-14T16:54:46.532000+02:00,F46F6,dummy_user_1,2.8,143
2019-08-14T17:54:58.581000+02:00,F46F6,dummy_user_1,2.8,225
2019-08-14T18:55:10.676000+02:00,F46F6,dummy_user_1,2.8,159
2019-08-14T19:55:23.274000+02:00,F46F6,dummy_user_1,2.8,124
2019-08-14T20:55:35.703000+02:00,F46F6,dummy_user_1,2.8,90
2019-08-14T21:55:47.526000+02:00,F46F6,dummy_user_1,2.8,135
2019-08-14T22:56:00.570000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-14T23:56:14.229000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-15T00:56:26.637000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-15T01:56:39.638000+02:00,F46F6,dummy_user_1,2.8,0
2019-08-15T02:56:52.530000+02:00,F46F6,dummy_user_1,2.8,0
